;Total;0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100 y más
Hombres;;;;;;;;;;;;;;;;;;;;;;
    16055-Carboneras de Guadazaón;417;7;9;17;24;18;19;32;25;25;25;46;34;22;23;26;19;22;16;3;5;0
    16056-Cardenete;267;6;4;4;10;18;18;10;10;15;22;21;20;22;16;17;16;21;8;8;1;0
    16057-Carrascosa;42;0;0;1;1;1;0;0;2;1;6;6;4;6;1;3;1;5;3;1;0;0
    16058-Carrascosa de Haro;56;1;1;1;3;0;2;2;5;0;5;6;3;5;4;4;4;5;2;1;2;0
    16060-Casas de Benítez;424;11;10;19;18;17;18;25;20;28;24;41;42;33;22;24;26;23;16;7;0;0
    16061-Casas de Fernando Alonso;608;19;15;22;35;27;44;49;27;32;41;41;50;40;31;29;28;37;27;11;2;1
    16062-Casas de Garcimolina;19;0;2;0;0;0;0;1;3;2;0;1;1;2;1;0;4;2;0;0;0;0
    16063-Casas de Guijarro;63;1;1;0;2;1;2;5;6;3;3;5;11;6;3;3;3;4;3;0;1;0
    16064-Casas de Haro;437;6;18;21;22;19;27;27;30;33;29;26;46;25;21;31;21;20;8;6;1;0
    16065-Casas de los Pinos;218;6;4;2;3;8;16;12;12;13;23;16;16;14;17;10;22;7;13;3;1;0
    16066-Casasimarro;1,590;80;77;63;77;74;112;90;112;122;111;125;126;90;75;62;61;52;56;23;2;0
    16067-Castejón;79;0;1;2;3;4;2;4;3;2;7;6;11;6;7;5;2;5;6;2;1;0
    16068-Castillejo de Iniesta;85;3;4;0;2;5;3;5;1;6;7;13;7;9;2;3;3;4;4;4;0;0
    16070-Castillejo-Sierra;15;0;0;1;0;1;2;1;0;1;0;2;3;2;1;0;0;0;1;0;0;0
    16072-Castillo de Garcimuñoz;78;1;0;0;2;2;4;1;1;6;10;7;12;4;8;5;5;3;5;1;1;0
    16071-Castillo-Albaráñez;10;0;0;0;0;0;1;1;1;1;1;0;0;0;2;3;0;0;0;0;0;0
    16073-Cervera del Llano;116;1;1;3;4;6;4;9;7;8;6;16;10;4;8;8;6;7;6;2;0;0
    16023-Chillarón de Cuenca;322;8;16;21;17;10;19;22;21;25;25;39;29;16;13;8;14;10;6;3;0;0
    16081-Chumillas;32;1;1;6;0;0;1;0;3;2;4;2;4;2;2;2;0;2;0;0;0;0
    16074-Cierva, La;16;0;0;0;0;0;0;0;1;2;0;0;4;2;1;1;2;2;0;1;0;0
    16078-Cuenca;26,049;1,153;1,394;1,458;1,507;1,498;1,543;1,631;1,878;2,165;2,081;2,091;1,964;1,513;1,205;948;669;622;489;196;37;7
    16079-Cueva del Hierro;21;0;0;0;1;0;0;1;0;1;0;6;3;2;0;3;0;1;1;2;0;0
    16082-Enguídanos;167;5;4;3;6;8;7;7;11;7;12;14;16;11;11;13;7;10;10;4;1;0
    16083-Fresneda de Altarejos;20;0;0;0;0;0;1;0;0;1;2;5;5;1;1;1;0;0;2;1;0;0
    16084-Fresneda de la Sierra;28;0;0;0;0;1;2;3;1;0;2;1;8;2;2;1;0;1;3;1;0;0
    16085-Frontera, La;82;4;1;1;3;5;2;5;5;8;8;3;7;3;4;6;5;5;3;4;0;0
    16086-Fuente de Pedro Naharro;624;22;26;30;31;50;36;38;38;41;60;55;50;37;24;27;13;13;23;8;2;0
    16087-Fuentelespino de Haro;142;4;3;3;2;4;5;6;7;12;11;8;9;8;10;13;6;12;15;3;1;0
    16088-Fuentelespino de Moya;60;0;0;1;1;4;3;3;1;3;2;8;8;7;2;5;1;6;3;2;0;0
    16904-Fuentenava de Jábaga;268;5;5;11;10;11;10;12;20;17;21;23;38;27;12;20;11;7;6;2;0;0
    16089-Fuentes;241;7;6;16;14;7;10;16;16;16;27;15;16;15;9;15;10;16;7;2;1;0
    16091-Fuertescusa;35;0;0;1;1;1;3;1;0;0;1;5;8;0;3;0;4;2;3;1;1;0
    16092-Gabaldón;111;1;2;5;3;6;4;13;6;8;16;3;11;6;13;2;4;3;2;2;1;0
    16093-Garaballa;33;0;0;0;1;0;3;2;2;0;4;3;3;4;3;5;1;2;0;0;0;0
    16094-Gascueña;86;2;0;7;3;3;4;2;8;5;8;6;11;4;5;6;5;2;4;1;0;0
    16095-Graja de Campalbo;50;1;3;0;4;2;3;2;5;0;3;4;4;5;3;3;2;2;0;4;0;0
    16096-Graja de Iniesta;185;6;7;5;10;13;15;12;14;15;15;20;8;10;12;5;1;9;5;3;0;0
    16097-Henarejos;73;0;0;2;2;0;0;2;3;9;4;6;9;9;5;4;8;6;4;0;0;0
    16098-Herrumblar, El;338;10;11;10;16;20;20;19;24;24;19;27;24;31;16;18;20;16;10;3;0;0
    16099-Hinojosa, La;96;1;0;0;2;3;4;6;6;3;5;5;13;11;9;6;8;4;7;3;0;0
    16100-Hinojosos, Los;380;6;20;8;23;16;23;14;13;19;32;34;31;28;25;19;29;19;16;5;0;0
    16101-Hito, El;77;0;0;1;3;4;3;0;6;3;4;4;9;5;5;11;2;6;6;5;0;0
    16102-Honrubia;786;25;28;51;36;38;43;56;50;52;63;78;56;43;33;34;29;40;17;12;2;0
    16103-Hontanaya;143;0;1;2;4;7;6;3;7;7;11;7;18;14;14;6;13;11;10;1;1;0
    16104-Hontecillas;33;1;0;1;0;0;1;1;4;3;1;4;1;1;3;6;2;1;2;0;1;0
    16106-Horcajo de Santiago;1,770;67;79;81;114;96;108;108;127;153;141;135;118;108;83;67;75;61;26;20;3;0
    16107-Huélamo;55;1;0;2;0;1;3;2;2;3;4;6;1;8;6;4;5;2;3;0;1;1
    16108-Huelves;30;0;1;3;2;1;2;2;2;2;2;2;3;3;2;2;0;0;0;1;0;0
    16109-Huérguina;24;0;0;0;1;0;2;2;1;3;2;1;0;1;4;1;2;2;1;1;0;0
    16110-Huerta de la Obispalía;67;0;1;2;2;2;6;5;1;2;11;5;5;4;3;8;3;2;4;1;0;0
    16111-Huerta del Marquesado;108;2;2;5;2;4;9;8;6;7;6;10;11;8;4;5;1;12;6;0;0;0
    16112-Huete;913;29;21;44;41;44;47;53;55;58;59;76;93;61;55;46;30;48;35;12;5;1
    16113-Iniesta;2,129;81;86;113;150;153;131;124;165;153;156;173;154;125;88;80;66;70;47;12;2;0
    16115-Laguna del Marquesado;28;2;1;1;0;1;0;0;4;1;1;1;5;3;3;0;0;1;3;1;0;0
    16116-Lagunaseca;45;0;0;1;0;1;2;0;2;4;4;3;3;4;5;5;3;2;3;3;0;0
    16117-Landete;633;13;31;24;30;37;30;32;35;43;45;38;56;53;46;32;29;27;23;8;0;1
    16118-Ledaña;772;23;13;24;29;35;34;44;55;54;58;56;74;49;50;55;42;45;23;8;1;0
    16119-Leganiel;98;1;1;2;5;5;5;3;5;6;5;12;13;8;5;8;5;2;5;1;1;0
    16121-Majadas, Las;126;1;0;0;4;2;5;9;3;11;13;9;17;15;6;8;6;6;5;4;2;0
    16122-Mariana;157;3;7;6;1;9;7;6;20;11;15;14;8;12;13;7;9;3;2;2;2;0
    16123-Masegosa;37;0;0;0;1;0;4;0;2;4;2;4;4;5;3;0;0;0;5;1;2;0
    16124-Mesas, Las;1,188;41;47;57;50;58;72;73;95;88;81;89;95;82;70;49;59;52;22;6;1;1
    16125-Minglanilla;1,137;49;56;68;69;68;71;82;81;74;93;75;81;59;48;55;37;37;27;7;0;0
    16126-Mira;462;16;19;18;12;16;27;29;29;31;46;30;34;33;22;28;25;21;19;6;1;0
    16128-Monreal del Llano;31;0;0;1;1;3;2;2;1;1;0;2;5;3;2;2;3;1;2;0;0;0
    16129-Montalbanejo;54;0;0;1;1;2;2;2;2;2;5;4;7;6;4;9;1;4;2;0;0;0
    16130-Montalbo;337;8;8;6;15;14;24;21;27;25;22;24;37;24;14;16;16;15;17;4;0;0
    16131-Monteagudo de las Salinas;75;0;0;0;2;2;3;6;3;6;7;3;9;8;5;4;6;4;3;2;2;0
    16132-Mota de Altarejos;22;0;0;0;0;0;0;0;0;2;2;6;1;2;0;2;3;1;3;0;0;0
    16133-Mota del Cuervo;2,993;146;164;169;170;135;185;172;261;245;223;211;237;167;151;125;80;71;61;18;1;1
    16134-Motilla del Palancar;2,908;131;157;167;144;166;190;194;227;230;211;238;222;178;124;101;83;75;46;20;4;0
    16135-Moya;84;0;1;3;3;2;2;1;7;2;3;14;9;4;7;8;2;7;3;3;2;1
    16137-Narboneta;19;0;0;0;0;1;0;0;0;1;0;2;1;3;3;3;0;3;2;0;0;0
    16139-Olivares de Júcar;169;1;0;3;8;6;9;7;5;2;13;17;17;7;9;14;15;19;11;5;1;0
    16140-Olmeda de la Cuesta;11;0;0;0;0;1;1;0;1;0;0;4;2;0;0;0;0;1;1;0;0;0
    16141-Olmeda del Rey;67;0;1;0;1;2;3;2;4;5;5;5;8;7;6;3;2;4;7;1;1;0
    16142-Olmedilla de Alarcón;85;3;2;3;3;0;4;5;9;5;7;8;3;3;7;3;7;7;4;2;0;0
    16143-Olmedilla de Eliz;10;0;0;0;0;0;0;0;1;1;0;2;0;1;2;1;0;2;0;0;0;0
    16145-Osa de la Vega;249;6;10;6;9;10;11;6;6;9;20;21;31;26;16;19;9;17;13;3;1;0
    16146-Pajarón;39;0;0;0;0;0;0;2;5;0;3;5;4;3;4;2;3;3;5;0;0;0
    16147-Pajaroncillo;40;0;3;0;1;2;1;1;2;3;1;3;5;2;4;2;1;4;3;1;1;0
    16148-Palomares del Campo;308;4;7;4;9;15;21;12;7;20;16;28;27;20;18;25;20;25;20;7;3;0
    16149-Palomera;85;0;5;2;2;2;1;2;5;9;10;8;13;8;3;3;5;2;3;1;1;0
    16150-Paracuellos;50;1;2;0;3;3;2;1;1;3;2;7;5;0;7;7;3;2;1;0;0;0
    16151-Paredes;37;1;0;2;0;3;3;2;1;1;3;5;4;3;0;1;1;3;3;0;1;0
    16152-Parra de las Vegas, La;23;0;0;0;0;0;1;0;1;1;4;4;3;0;1;3;2;2;1;0;0;0
    16153-Pedernoso, El;561;13;15;26;33;37;27;28;35;40;34;48;52;33;34;23;23;27;21;11;1;0
    16154-Pedroñeras, Las;3,406;141;150;162;178;187;204;229;286;321;288;239;255;177;174;121;106;98;61;25;4;0
    16155-Peral, El;353;10;16;15;14;20;19;16;24;25;22;35;23;21;21;18;20;19;10;4;1;0
    16156-Peraleja, La;60;1;1;3;2;2;3;6;2;6;4;7;3;1;4;3;5;4;1;1;1;0
    16157-Pesquera, La;119;6;5;2;2;4;7;3;8;11;4;5;9;7;6;11;15;7;5;1;1;0
    16158-Picazo, El;336;11;18;18;15;14;12;15;19;23;31;30;20;20;27;21;14;12;10;5;1;0
    16159-Pinarejo;109;1;1;0;1;3;2;3;5;5;12;9;11;7;12;9;10;9;7;1;1;0
    16160-Pineda de Gigüela;37;0;0;0;0;1;0;0;2;5;2;1;4;4;3;4;5;1;5;0;0;0
    16161-Piqueras del Castillo;27;0;0;0;2;2;1;2;0;1;3;3;4;1;1;1;1;3;2;0;0;0
    16162-Portalrubio de Guadamejud;10;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;3;0;0;0;1;0
    16163-Portilla;32;0;0;0;0;0;1;0;2;0;4;3;3;2;3;4;3;2;2;1;2;0
    16165-Poyatos;29;0;0;0;0;0;2;2;3;0;1;3;2;4;2;5;2;0;3;0;0;0
    16166-Pozoamargo;154;1;3;3;10;11;13;4;5;3;15;8;22;12;7;10;9;11;6;1;0;0
    16908-Pozorrubielos de la Mancha;92;0;0;1;1;3;4;4;7;5;8;11;10;11;5;8;3;4;6;0;1;0
    16167-Pozorrubio de Santiago;155;0;1;1;8;12;12;2;4;8;12;17;19;12;3;9;12;10;9;4;0;0
    16169-Pozuelo, El;31;0;0;0;0;0;0;1;0;2;3;2;6;2;4;2;4;1;1;1;1;1
    16170-Priego;455;15;9;29;25;12;18;23;27;34;47;37;37;24;27;25;23;20;16;4;3;0
    16171-Provencio, El;1,200;40;51;75;53;56;76;66;77;83;90;97;98;65;55;62;41;55;46;14;0;0
    16172-Puebla de Almenara;199;0;0;5;4;13;14;6;5;5;8;25;16;11;26;7;17;18;12;6;1;0
    16174-Puebla del Salvador;100;1;1;3;2;2;6;10;9;1;9;6;13;9;8;7;4;5;3;1;0;0
    16175-Quintanar del Rey;3,901;190;235;226;211;240;268;254;311;357;299;297;262;205;162;118;100;90;49;20;7;0
    16176-Rada de Haro;23;0;0;0;0;2;1;1;0;4;4;0;1;1;0;3;0;4;2;0;0;0
    16177-Reíllo;62;0;1;5;1;2;0;3;4;5;8;5;8;3;3;5;2;3;1;2;1;0
    16181-Rozalén del Monte;31;0;1;0;1;0;3;1;0;1;2;2;2;6;3;2;4;2;1;0;0;0
    16185-Saceda-Trasierra;30;0;0;0;0;0;2;0;0;3;3;1;4;2;2;2;4;3;2;2;0;0
    16186-Saelices;252;4;2;4;8;15;4;19;12;10;20;36;27;11;14;17;11;17;17;4;0;0
    16187-Salinas del Manzano;40;0;2;1;2;0;1;0;1;3;4;3;5;5;2;2;1;1;3;4;0;0
    16188-Salmeroncillos;58;2;0;2;2;2;0;4;6;6;2;8;7;5;4;3;1;2;1;1;0;0
    16189-Salvacañete;158;4;3;6;3;8;6;4;7;13;7;16;14;18;10;14;3;12;6;3;1;0
    16190-San Clemente;3,511;155;182;188;199;187;231;219;270;276;249;278;267;187;160;126;128;104;70;30;5;0
    16191-San Lorenzo de la Parrilla;524;12;17;13;31;27;31;36;30;38;36;49;42;35;26;24;26;32;17;2;0;0
    16192-San Martín de Boniches;23;1;0;0;2;1;0;1;0;3;1;5;1;0;2;0;2;3;1;0;0;0
    16193-San Pedro Palmiches;32;0;0;0;0;0;0;0;4;2;3;3;3;2;2;0;2;3;2;3;3;0
    16194-Santa Cruz de Moya;117;1;1;2;3;1;3;7;3;2;8;11;14;14;8;9;8;12;6;4;0;0
    16196-Santa María de los Llanos;352;7;10;10;10;13;19;12;21;30;21;36;33;16;26;29;23;20;11;5;0;0
    16195-Santa María del Campo Rus;293;6;5;20;16;13;10;8;9;16;22;33;27;14;13;20;14;26;16;4;1;0
    16197-Santa María del Val;39;0;0;0;1;0;0;0;1;2;2;6;6;6;3;4;4;2;0;2;0;0
    16198-Sisante;826;32;25;42;43;33;43;43;51;49;55;83;62;52;44;39;30;44;42;13;1;0
    16199-Solera de Gabaldón;15;0;0;0;0;0;0;1;0;0;1;1;1;2;4;2;0;2;1;0;0;0
    16909-Sotorribas;378;9;11;13;6;14;20;22;29;13;32;32;38;32;20;19;15;21;22;7;3;0
    16202-Talayuelas;467;24;13;21;20;17;20;20;25;31;27;38;36;32;27;35;33;27;13;7;1;0
    16203-Tarancón;7,550;381;433;455;431;404;485;519;604;659;627;599;499;427;303;251;183;148;98;31;12;1
    16204-Tébar;146;5;1;5;3;10;8;5;9;14;13;15;12;9;9;8;6;8;5;1;0;0
    16205-Tejadillos;57;0;2;0;5;2;2;2;3;2;5;4;6;4;8;3;3;3;3;0;0;0
    16206-Tinajas;110;2;2;0;2;3;4;6;4;3;4;12;9;12;7;6;8;14;9;2;1;0
    16209-Torralba;67;0;0;0;5;0;4;2;2;6;3;14;4;5;2;2;4;9;4;1;0;0
    16211-Torrejoncillo del Rey;180;0;0;2;3;4;6;6;4;9;14;12;21;19;22;13;9;16;14;5;0;1
    16212-Torrubia del Campo;129;0;2;3;5;9;4;7;6;9;12;16;11;7;1;8;6;11;10;2;0;0
    16213-Torrubia del Castillo;24;0;1;0;0;1;1;2;0;0;3;6;2;3;1;0;0;1;0;3;0;0
    16215-Tragacete;139;1;2;2;5;7;13;4;5;10;15;12;13;11;7;7;8;5;9;1;1;1
    16216-Tresjuncos;155;1;2;3;3;8;8;8;8;9;4;13;20;12;8;13;10;17;6;1;1;0
    16217-Tribaldos;57;1;3;3;2;0;1;0;1;5;5;5;4;6;5;4;6;3;3;0;0;0
    16218-Uclés;117;3;4;5;4;3;4;4;7;9;8;11;10;4;2;10;9;10;7;3;0;0
    16219-Uña;43;0;0;0;1;3;6;2;4;5;1;4;4;6;1;0;1;2;2;0;1;0
    16906-Valdecolmenas, Los;47;0;0;0;0;0;1;2;4;1;6;4;1;3;6;2;5;5;4;1;2;0
    16224-Valdemeca;47;0;0;0;0;2;1;3;3;3;5;7;7;2;4;6;2;1;1;0;0;0
    16225-Valdemorillo de la Sierra;35;0;0;0;0;1;1;2;1;3;2;3;4;3;5;3;6;1;0;0;0;0
    16227-Valdemoro-Sierra;65;1;0;2;4;1;2;4;4;1;3;8;6;3;7;4;0;10;4;1;0;0
    16228-Valdeolivas;125;2;2;5;1;12;6;8;3;9;11;14;10;4;10;8;4;6;7;3;0;0
    16902-Valdetórtola;75;0;0;0;1;2;5;3;1;2;12;4;10;4;6;3;6;7;7;2;0;0
    16903-Valeras, Las;789;20;26;26;56;48;53;69;54;62;46;71;74;45;32;32;25;25;15;9;1;0
    16231-Valhermoso de la Fuente;30;1;0;0;0;1;2;0;2;3;2;5;3;4;1;2;1;2;0;1;0;0
    16173-Valle de Altomira, El;117;3;0;0;1;2;7;6;6;5;8;8;12;12;6;7;8;9;10;6;1;0
    16234-Valsalobre;12;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;1;2;2;0;0;0
    16236-Valverde de Júcar;534;18;22;23;25;19;31;32;30;38;35;39;43;34;35;33;29;23;20;4;1;0
    16237-Valverdejo;51;2;0;2;0;1;1;2;0;2;4;7;6;3;5;2;2;3;5;3;0;1
    16238-Vara de Rey;254;1;7;5;11;10;16;9;10;25;17;24;27;12;13;7;22;12;21;4;1;0
    16239-Vega del Codorno;80;1;2;1;2;6;4;2;1;1;3;14;13;10;2;7;3;2;4;1;1;0
    16240-Vellisca;59;0;0;0;0;2;1;4;3;5;7;6;9;6;5;3;2;3;1;2;0;0
    16242-Villaconejos de Trabaque;172;4;1;4;8;3;10;12;8;13;10;11;15;16;10;12;14;7;11;3;0;0
    16243-Villaescusa de Haro;239;1;3;12;9;13;18;11;14;14;17;22;18;20;16;15;12;7;13;4;0;0
    16244-Villagarcía del Llano;383;9;6;10;16;21;29;21;14;25;32;28;40;24;17;25;30;18;15;1;2;0
    16245-Villalba de la Sierra;225;1;6;9;11;6;7;13;10;20;10;24;24;20;10;13;9;14;10;6;2;0
    16246-Villalba del Rey;282;1;8;7;11;21;13;13;7;12;19;34;25;23;20;13;10;20;17;7;1;0
    16247-Villalgordo del Marquesado;42;0;0;0;1;4;1;3;0;3;2;6;3;3;4;4;2;3;3;0;0;0
    16248-Villalpardo;504;13;21;18;22;24;30;38;33;26;31;52;51;29;23;20;28;25;12;7;1;0
    16249-Villamayor de Santiago;1,258;29;33;63;84;66;78;73;70;80;98;125;114;70;49;52;57;58;44;13;2;0
    16250-Villanueva de Guadamejud;39;0;0;0;0;1;0;1;3;4;4;6;3;5;2;0;2;3;4;1;0;0
    16251-Villanueva de la Jara;1,133;41;49;47;48;68;83;72;93;75;72;98;104;58;59;43;38;50;25;9;1;0
    16253-Villar de Cañas;204;4;9;4;7;4;11;6;14;16;17;17;19;8;19;13;13;12;7;3;1;0
    16254-Villar de Domingo García;109;1;2;1;1;6;9;5;6;4;13;16;10;5;9;6;4;6;5;0;0;0
    16255-Villar de la Encina;84;1;0;3;4;0;4;0;3;5;4;10;5;6;6;8;5;10;8;2;0;0
    16263-Villar de Olalla;682;35;26;33;37;39;39;36;49;51;44;53;62;39;38;24;22;33;9;12;1;0
    16258-Villar del Humo;102;3;2;3;1;1;4;8;6;2;1;8;8;10;10;3;13;6;9;3;0;1
    16259-Villar del Infantado;23;0;1;2;0;0;2;1;1;1;2;5;1;0;1;1;3;1;0;0;1;0
    16910-Villar y Velasco;44;0;0;0;0;0;0;2;1;4;3;5;6;7;1;3;5;2;3;2;0;0
    16264-Villarejo de Fuentes;215;2;7;4;9;5;10;6;14;13;18;20;16;9;21;17;18;4;16;6;0;0
    16265-Villarejo de la Peñuela;9;0;0;0;0;0;0;2;0;1;0;0;2;1;0;2;0;0;1;0;0;0
    16266-Villarejo-Periesteban;190;1;4;3;9;2;11;10;8;11;15;12;28;18;8;17;8;11;12;2;0;0
    16269-Villares del Saz;226;0;5;11;13;8;6;8;16;17;15;22;10;20;19;14;18;18;5;0;1;0
    16270-Villarrubio;109;2;7;1;5;4;2;6;5;15;6;7;6;12;7;6;5;7;5;0;1;0
    16271-Villarta;393;12;14;13;26;17;21;27;35;26;25;30;29;26;15;32;21;10;10;3;1;0
    16272-Villas de la Ventosa;123;0;1;2;2;6;7;4;7;5;10;19;14;7;15;10;3;4;6;1;0;0
    16273-Villaverde y Pasaconsol;176;2;7;5;9;7;5;5;8;11;17;17;9;12;10;10;9;15;14;2;2;0
    16274-Víllora;60;0;2;1;2;2;1;4;3;3;3;5;8;5;4;4;3;4;4;2;0;0
    16275-Vindel;7;0;0;0;0;0;0;2;1;0;0;0;1;0;0;1;1;1;0;0;0;0
    16276-Yémeda;13;0;0;0;0;1;0;1;0;0;2;1;3;0;0;1;1;2;1;0;0;0
    16277-Zafra de Záncara;68;0;0;0;2;2;1;2;4;7;4;2;14;5;5;4;7;2;5;2;0;0
    16278-Zafrilla;29;0;0;1;0;1;1;1;2;2;2;2;1;4;2;2;1;2;3;2;0;0
    16279-Zarza de Tajo;138;4;1;0;2;4;11;1;16;15;14;17;15;7;8;9;5;3;6;0;0;0
    16280-Zarzuela;91;1;0;0;0;1;4;6;2;5;6;6;15;8;7;8;6;5;8;2;1;0
    17001-Agullana;411;14;23;20;14;18;23;22;32;37;38;34;30;18;24;20;15;10;10;7;2;0
    17002-Aiguaviva;383;22;20;31;26;15;11;20;23;37;37;41;26;14;21;19;7;8;3;2;0;0
    17003-Albanyà;80;6;6;3;4;3;3;6;3;8;9;7;3;6;9;2;1;1;0;0;0;0
    17004-Albons;401;9;21;25;23;20;25;22;31;31;38;28;25;32;26;20;7;6;10;2;0;0
    17006-Alp;828;34;30;35;33;49;60;52;76;82;65;75;69;56;41;28;17;13;10;3;0;0
    17007-Amer;1,122;46;53;53;56;49;52;71;74;93;75;105;86;67;69;55;42;40;25;10;1;0
    17008-Anglès;2,780;156;166;164;151;150;160;161;186;242;238;199;187;162;118;116;72;75;54;18;4;1
    17009-Arbúcies;3,390;159;217;193;188;202;161;194;251;267;295;264;250;219;168;129;80;72;59;21;1;0
    17010-Argelaguer;205;3;5;10;13;10;19;8;9;17;11;17;18;22;11;11;4;8;6;3;0;0
    17011-Armentera, L';461;27;27;20;17;17;11;38;33;53;36;37;25;32;30;17;12;14;9;5;1;0
    17012-Avinyonet de Puigventós;796;31;45;71;62;50;28;39;50;80;86;78;54;33;28;26;14;13;5;2;1;0
    17015-Banyoles;9,873;540;680;624;586;591;585;616;739;841;714;708;630;599;423;333;246;195;156;59;7;1
    17016-Bàscara;520;29;29;30;29;28;27;31;43;40;39;40;37;28;12;22;20;18;15;3;0;0
    17013-Begur;1,964;65;76;91;103;94;82;94;123;159;163;201;150;173;107;104;75;52;36;15;1;0
    17018-Bellcaire d'Empordà;336;18;10;24;16;14;12;15;22;28;23;43;20;22;17;21;12;6;5;8;0;0
    17019-Besalú;1,170;69;67;64;57;41;54;57;72;97;101;88;87;68;67;53;40;48;29;9;2;0
    17020-Bescanó;2,505;151;167;184;130;125;111;131;206;236;232;198;143;137;103;77;58;58;45;11;2;0
    17021-Beuda;100;6;7;4;4;1;5;5;7;15;9;10;9;5;4;4;1;3;1;0;0;0
    17022-Bisbal d'Empordà, La;5,446;279;399;344;302;267;281;341;440;512;454;381;364;307;255;187;123;111;64;29;5;1
    17234-Biure;118;4;2;5;4;2;4;6;3;10;10;12;9;12;10;8;6;5;4;1;1;0
    17023-Blanes;19,356;800;924;1,138;1,145;1,105;1,040;1,119;1,394;1,706;1,652;1,554;1,373;1,113;1,000;863;650;407;273;86;11;3
    17029-Boadella i les Escaules;130;2;7;3;5;5;7;3;8;17;8;14;12;10;9;10;0;2;5;3;0;0
    17024-Bolvir;191;10;7;10;13;4;10;7;13;12;20;20;12;21;10;8;10;1;2;1;0;0
    17025-Bordils;887;51;51;52;49;49;49;44;62;82;77;68;63;61;30;38;25;19;13;4;0;0
    17026-Borrassà;374;18;30;26;17;13;17;24;29;47;28;19;30;15;15;17;12;7;7;3;0;0
    17027-Breda;1,836;70;88;74;110;106;92;86;111;138;168;171;144;117;97;88;63;62;36;12;3;0
    17028-Brunyola i Sant Martí Sapresa;195;9;5;9;12;6;11;13;10;13;14;18;15;12;16;13;6;2;6;4;1;0
    17031-Cabanelles;154;8;14;5;5;4;7;10;10;17;17;9;8;16;6;7;3;4;2;2;0;0
    17030-Cabanes;500;19;29;22;26;19;26;27;42;51;40;33;37;22;34;24;17;15;14;3;0;0
    17032-Cadaqués;1,322;49;63;71;64;68;72;88;107;133;109;110;97;81;71;58;24;26;22;8;0;1
    17033-Caldes de Malavella;3,828;196;226;237;218;203;169;204;279;382;330;329;254;221;175;166;95;74;53;14;3;0
    17034-Calonge i Sant Antoni;5,571;266;308;296;297;255;285;273;363;521;472;464;396;339;305;302;208;111;78;25;6;1
    17035-Camós;341;19;16;27;16;13;14;16;22;28;23;30;23;21;24;19;11;9;9;1;0;0
    17036-Campdevànol;1,566;45;68;93;85;67;64;68;89;131;124;131;128;100;91;92;68;51;49;21;1;0
    17037-Campelles;71;2;2;4;2;3;1;2;4;4;8;7;6;6;8;7;4;1;0;0;0;0
    17038-Campllong;272;14;22;25;18;15;9;19;20;20;28;23;20;12;8;7;1;5;6;0;0;0
    17039-Camprodon;1,117;33;53;56;39;34;50;48;75;103;105;81;82;74;87;64;56;36;27;13;1;0
    17040-Canet d'Adri;371;14;34;18;17;15;10;22;29;37;31;32;20;25;22;14;19;7;4;1;0;0
    17041-Cantallops;153;3;8;9;10;5;6;7;8;12;13;14;12;8;12;8;3;10;4;0;1;0
    17042-Capmany;307;11;17;14;15;15;8;12;33;30;27;14;22;23;14;18;11;12;8;2;1;0
    17044-Cassà de la Selva;5,301;307;312;302;301;283;316;326;480;502;418;380;342;310;212;163;116;113;89;25;3;1
    17046-Castellfollit de la Roca;493;25;30;24;29;18;22;29;27;42;33;37;38;29;30;29;19;13;14;4;1;0
    17047-Castelló d'Empúries;5,508;268;290;300;244;276;298;326;400;482;470;475;387;345;297;272;171;103;67;29;4;4
    17048-Castell-Platja d'Aro;5,357;247;296;295;250;265;269;333;384;443;457;445;405;307;330;257;193;106;58;14;3;0
    17189-Cellera de Ter, La;965;45;53;54;50;39;56;52;59;68;63;80;66;77;59;51;34;30;24;4;1;0
    17049-Celrà;2,722;178;214;188;167;148;149;160;236;297;248;202;162;114;91;55;46;34;24;8;1;0
    17050-Cervià de Ter;492;26;25;41;21;15;20;28;33;55;38;40;38;23;27;25;14;10;10;2;1;0
    17051-Cistella;138;6;6;8;4;4;8;7;10;9;7;8;16;12;12;9;5;4;3;0;0;0
    17054-Colera;223;2;5;6;9;10;12;9;12;16;16;14;25;21;20;13;13;10;7;1;1;1
    17055-Colomers;87;2;3;4;5;6;1;4;6;8;7;8;7;5;9;2;5;3;2;0;0;0
    17057-Corçà;646;44;47;32;23;23;30;21;44;49;55;48;42;45;44;37;23;19;13;7;0;0
    17056-Cornellà del Terri;1,197;54;78;68;45;68;49;80;86;114;92;71;80;76;68;65;40;28;20;14;0;1
    17058-Crespià;127;5;5;10;7;4;6;8;11;18;9;8;7;5;6;7;5;2;2;2;0;0
    17901-Cruïlles, Monells i Sant Sadurní de l'Heura;640;17;43;30;24;28;27;34;27;52;51;59;71;52;46;35;15;13;9;4;3;0
    17060-Darnius;273;8;10;10;11;14;11;10;19;20;28;20;23;24;20;18;4;12;6;2;3;0
    17061-Das;131;7;3;11;6;7;10;4;7;12;21;8;9;7;4;7;4;3;1;0;0;0
