UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES
INTERVENCION DE ARMAS DE ALCARRAS;CATALU—A;LLEIDA;ALCARRAS; CTRA. VALMANYA, S/N;25180;973790089;
INTERVENCION DE ARMAS DE TARREGA;CATALU—A;LLEIDA;TARREGA; AVDA. TARRAGONA, 1;25300;973313196;
EQUIPO TERRITORIAL  POLICÕA JUDICIAL DE LA SEU D 'URGELL;CATALU—A;LLEIDA;LA SEU D'URGELL; MONTURULL, 35;25700;973350081;
 P. M. COMPA—IA DE LA SEU D 'URGELL;CATALU—A;LLEIDA;LA SEU D'URGELL; MONTURULL, 35;25700;973350081;
PUESTO DE ALCARRAS;CATALU—A;LLEIDA;ALCARRAS; CTRA. VALMANYA, S/N;25180;973790019;
PACPRONA DE LLEIDA;CATALU—A;LLEIDA;ALCARRAS; CTRA. VALMANYA, S/N;25180;973790019;
 PUESTO DE BALAGUER;CATALU—A;LLEIDA;BALAGUER; PSO. ANGEL GUIMERA, 16;25600;973443775;
 PUESTO DE BOSSOST;CATALU—A;LLEIDA;BOSSOST; C/ SORIEUS, 7;25550;973648207;
 PUESTO DE SOLSONA;CATALU—A;LLEIDA;SOLSONA;C/ TRAGINERS, S/N;25280;973480033;
 PUESTO DE SORT;CATALU—A;LLEIDA;SORT;AVDA. ESTACI”N, 9;25560;973660210;
 PUESTO DE TARREGA;CATALU—A;LLEIDA;TARREGA; AVDA. TARRAGONA, 1;25300;973310721;
 PUESTO DE TREMP;CATALU—A;LLEIDA;TREMP;C/ MONTREBEI, 26;25620;973650353;
 PUESTO FISCAL DE LA POBLA DE SEGUR;CATALU—A;LLEIDA;LA POBLA DE SEGUR;AVDA. ESTACI”N, 9;25560;973660210;
 PUESTO P. DE LA SEU D 'URGELL;CATALU—A;LLEIDA;LA SEU D'URGELL; MONTURULL, 43;25700;973350081;
 RESERVA FISCAL PONTS;CATALU—A;LLEIDA;PONTS; C/ JOAQUIN DE CASELLES, 2;25740;973460028;
SEPRONA DE PONTS;CATALU—A;LLEIDA;PONTS; C/ JOAQUIN DE CASELLES, 2;25740;973460527;
 SECCION FISCAL DE FISCAL DE LA SEU D 'URGELL;CATALU—A;LLEIDA;LA SEU D'URGELL; MONTURULL, 35;25700;973350081;
 SECCION FISCAL DE LA SE D'URGELL (ESPECIALISTAS);CATALU—A;LLEIDA;LA FARGA DE LOS MOLES; CTRA. N-145. KM 9,900;25743;973352121;
 SECCION FISCAL DE VIELHA;CATALU—A;LLEIDA;VIELHA; MONTCORBISON, 6;25530;973640005;
 SEPRONA DE LA POBLA DE SEGUR;CATALU—A;LLEIDA;LA POBLA DE SEGUR;AVDA. ESTACI”N, 9;25500;973660128;
 C.O.S.;CATALU—A;TARRAGONA;TARRAGONA; C/ MARIA AURELIA CAMPMANY, 6;43005;977248050;
 CMDA. TARRAGONA;CATALU—A;TARRAGONA;TARRAGONA; C/ MARIA AURELIA CAMPMANY, 6;43005;977237777;
 IAE DE  REUS;CATALU—A;TARRAGONA;REUS; PSO. MATA, 5;43202;977331164;
 COMPA—ÕA DE TORTOSA;CATALU—A;TARRAGONA;TORTOSA; AVDA. CRISTOBAL COLON, 28-32;43500;977500108;
 PUESTO DE VALLS;CATALU—A;TARRAGONA;TARRAGONA; CTRA. DEL PLA, 49;43002;977605102;
 COMPA—ÕA PUERTO-AEROPUERTO;CATALU—A;TARRAGONA;PUERTO DE TARRAGONA; MUELLE CASTILLA, S/n;43004;977249500;
 COMPA—ÕA Y PUESTO DE SALOU;CATALU—A;TARRAGONA;SALOU; C/ CIUDAD DE REUS, 36-40;43840;977380106;
 PUESTO AUXILIAR DE EL PERELLO (suprimido);CATALU—A;TARRAGONA;EL PERELLO; AVDA. CATALU¥A, S/N;43519;;
 PUESTO DE ALCANAR (suprimido);CATALU—A;TARRAGONA;ALCANAR; RONDA DEL REMEI, 70;43530;977732449;
 PUESTO DE ALCOVER (suprimido);CATALU—A;TARRAGONA;ALCOVER; PZA. LA GARRIGA, S/N;43460;977846006;
 PUESTO DE AMPOSTA;CATALU—A;TARRAGONA;AMPOSTA; C/ AMERICA, 14;43870;977700051;
 VIVIENDAS LOGISTICAS DE CALAFELL (SOLO PABELLONES);CATALU—A;TARRAGONA;CALAFELL; CTRA. ESTACION, S/n;43820;977691915;
 PUESTO DE CAMBRILS;CATALU—A;TARRAGONA;CAMBRILS; C/ ROSA SENSAT, 2;43850;977368110;
 PUESTO DE CONSTANTI (suprimido);CATALU—A;TARRAGONA;CONSTANTI; C/ LA COMA, 10;43120;977523116;
 PUESTO DE DELTEBRE (suprimido);CATALU—A;TARRAGONA;DELTEBRE; C/ CAPITAN CORTES, 5;43580;977483601;
 PUESTO DE EL PONT D'ARMENTERA (suprimido);CATALU—A;TARRAGONA;EL PONT DARMENTERA; C/ QUEROL, 3;43817;977639216;
 PUESTO DE FALSET;CATALU—A;TARRAGONA;FALSET; CTRA. MARSA, S/N;43730;977830054;
 PUESTO DE FLIX (suprimido);CATALU—A;TARRAGONA;FLIX; AVDA. BARCELONA, 22-24;43750;977411085;
 PUESTO DE GANDESA;CATALU—A;TARRAGONA;GANDESA; PLAZA DE ESPA¥A, N§ 1;43780;977420036 EXT. 5661;
 PUESTO DE HORTA DE SANT JOAN (suprimido);CATALU—A;TARRAGONA;HORTA DE SANT JOAN; C/ MEDI NATURAL, 21;43596;977435006;
 PUESTO DE HOSPITALET DE L'INFANT  (suprimido);CATALU—A;TARRAGONA;HOSPITALET DEL INFANT; C/ VIA AUGUSTA, 11;43890;977823013;
 PUESTO DE LA SELVA DEL CAMP (suprimido);CATALU—A;TARRAGONA;SELVA DEL CAMP; PASAJE CARNICERIA, 6;43470;977844009;
 PUESTO DE LA SENIA (suprimido);CATALU—A;TARRAGONA;LA SENIA; C/ LERIDA, 26;43560;977713056;
 PUESTO DE L'AMETLLA DE MAR;CATALU—A;TARRAGONA;L' AMETLLA; AVDA.ENSENYAMENT, S/N;43860;977456003;
 PUESTO DE L'ESPLUGA DE FRANCOLI (suprimido);CATALU—A;TARRAGONA;ESPLUGA DE FRANCOLI (L); C/ ERMITA, 24;43440;977870006;
 PUESTO DE LLORENC DEL PENEDES (suprimido);CATALU—A;TARRAGONA;LLORENS DEL PENEDES; C/ SAN JORDI, 4;43712;977678803;
 PUESTO DE MARIA CRISTINA (suprimido);CATALU—A;TARRAGONA;MIAMIPLATJA; C/ GRAN CANARIAS, S/N;43892;977810401;
 PUESTO DE MONTBLANC (suprimido);CATALU—A;TARRAGONA;MONTBLANC; CTRA. REUS ,  14;43400;977860013;
 PUESTO DE MORA D'EBRE;CATALU—A;TARRAGONA;MORA DEBRE; AVDA.COMARCAS CATALANAS, 45 B;43740;977403097;
ACUARTELAMIENTO LOGISTICO DE EL MORELL (SOLO PABELLONES);CATALU—A;TARRAGONA;MORELL; AVDA.PAISES CATALANES, 2;43760;977842244;
IAE DE  REUS;CATALU—A;TARRAGONA;REUS; PSO. MATA, 5;43202;977331164;
ACUARTELAMIENTO LOGISTICO DE RIUDECOLLS (SOLO PABELLONES);CATALU—A;TARRAGONA;RIUDECOLS; CTRA. ALCOLEA DEL PINAR, 29;43390;977817008;
 PUESTO DE RODA DE BARA (suprimido);CATALU—A;TARRAGONA;RODA DE BARA; C/ JUAN CARLOS I, 6;43883;977809490;
 PUESTO DE SAN CARLES DE LA RAPITA;CATALU—A;TARRAGONA;SANT CARLES DE LA RAPITA; AVDA.CONSTITUCION, 69;43540;977740058;
 PUESTO DE SANTA BARBARA (suprimido);CATALU—A;TARRAGONA;SANTA BARBARA; PZA.CID Y CID, 1;43570;977717056;
ACUARTELAMIENTO LOGISTICO DE TORREDEMBARRA (SOLO PABELLONES) ;CATALU—A;TARRAGONA;TORREDEMBARRA; PZA.DEL CASTILLO, 4;43830;977640903;
