CP,Municipio,Total Comercios,B_E Industria,F Construcción,"Comercio, transporte y hostelería",J Información y comunicaciones,K Actividades financieras y de seguros,L Actividades inmobiliarias,Actividades profesionales y técnicas,"Educación, sanidad y servicios sociales",Otros servicios personales,Total servicios
 33055,Ribadedeva,177,5,41,71, , , , , , ,60
 33056,Ribadesella,548,36,107,259,5,10,22,50,18,41,146
 33057,Ribera de Arriba,91,.,.,32, , , , , , ,41
 33058,Riosa,59,.,.,30, , , , , , ,17
 33059,Salas,357,28,68,168,.,10,.,28,15,27,93
 33060,San Martín del Rey Aurelio,697,36,102,320,.,.,28,66,44,76,239
 33061,San Martín de Oscos,18, , , , , , , , , , 
 33062,Santa Eulalia de Oscos,45, , , , , , , , , , 
 33063,San Tirso de Abres,32, , , , , , , , , , 
 33064,Santo Adriano,17, , , , , , , , , , 
 33065,Sariego,102,19,17,39, , , , , , ,27
 33066,Siero,"4,115",331,525,"1,685",31,76,168,581,295,423,"1,574"
 33067,Sobrescobio,38, , , , , , , , , , 
 33068,Somiedo,63,.,.,35, , , , , , ,21
 33069,Soto del Barco,220,9,29,103, , , , , , ,79
 33070,Tapia de Casariego,298,18,54,124, , , , , , ,102
 33071,Taramundi,61, , , , , , , , , , 
 33072,Teverga,87,6,12,47, , , , , , ,22
 33073,Tineo,613,50,113,289,.,.,18,73,14,49,161
 33074,Vegadeo,333,9,72,131, , , , , , ,121
 33075,Villanueva de Oscos,21, , , , , , , , , , 
 33076,Villaviciosa,"1,246",67,194,549,7,21,41,187,74,106,436
 33077,Villayón,50,.,14,21, , , , , , ,.
 33078,Yernes y Tameza,., , , , , , , , , , 
 34 Pa,encia,"9,860",701,"1,460","4,234",86,247,198,"1,317",658,959,"3,465"
 34001,Abarca de Campos,4, , , , , , , , , , 
 34003,Abia de las Torres,7, , , , , , , , , , 
 34004,Aguilar de Campoo,492,33,68,235,.,.,16,55,28,45,156
 34005,Alar del Rey,69, , , , , , , , , , 
 34006,Alba de Cerrato,., , , , , , , , , , 
 34009,Amayuelas de Arriba,., , , , , , , , , , 
 34010,Ampudia,35, , , , , , , , , , 
 34011,Amusco,25, , , , , , , , , , 
 34012,Antigüedad,13, , , , , , , , , , 
 34015,Arconada,., , , , , , , , , , 
 34017,Astudillo,67,6,25,20, , , , , , ,16
 34018,Autilla del Pino,9, , , , , , , , , , 
 34019,Autillo de Campos,5, , , , , , , , , , 
 34020,Ayuela,., , , , , , , , , , 
 34022,Baltanás,77,6,21,31, , , , , , ,19
 34023,Venta de Baños,311,30,57,137,.,5,.,33,9,33,87
 34024,Baquerín de Campos,., , , , , , , , , , 
 34025,Bárcena de Campos,4, , , , , , , , , , 
 34027,Barruelo de Santullán,73,5,14,34, , , , , , ,20
 34028,Báscones de Ojeda,13, , , , , , , , , , 
 34029,Becerril de Campos,29, , , , , , , , , , 
 34031,Belmonte de Campos,., , , , , , , , , , 
 34032,Berzosilla,., , , , , , , , , , 
 34033,Boada de Campos,., , , , , , , , , , 
 34034,Boadilla del Camino,8, , , , , , , , , , 
 34035,Boadilla de Rioseco,5, , , , , , , , , , 
 34036,Brañosera,13, , , , , , , , , , 
 34037,Buenavista de Valdavia,35, , , , , , , , , , 
 34038,Bustillo de la Vega,13, , , , , , , , , , 
 34039,Bustillo del Páramo de Carrión,., , , , , , , , , , 
 34041,Calahorra de Boedo,., , , , , , , , , , 
 34042,Calzada de los Molinos,15, , , , , , , , , , 
 34045,Capillas,4, , , , , , , , , , 
 34046,Cardeñosa de Volpejera,., , , , , , , , , , 
 34047,Carrión de los Condes,204,16,38,103, , , , , , ,47
 34048,Castil de Vela,., , , , , , , , , , 
 34049,Castrejón de la Peña,9, , , , , , , , , , 
 34050,Castrillo de Don Juan,8, , , , , , , , , , 
 34051,Castrillo de Onielo,., , , , , , , , , , 
 34052,Castrillo de Villavega,13, , , , , , , , , , 
 34053,Castromocho,6, , , , , , , , , , 
 34055,Cervatos de la Cueza,14, , , , , , , , , , 
 34056,Cervera de Pisuerga,185,15,36,91, , , , , , ,43
 34057,Cevico de la Torre,30, , , , , , , , , , 
 34058,Cevico Navero,15, , , , , , , , , , 
 34059,Cisneros,25, , , , , , , , , , 
 34060,Cobos de Cerrato,6, , , , , , , , , , 
 34061,Collazos de Boedo,4, , , , , , , , , , 
 34062,Congosto de Valdavia,7, , , , , , , , , , 
 34063,Cordovilla la Real,5, , , , , , , , , , 
 34066,Cubillas de Cerrato,., , , , , , , , , , 
 34067,Dehesa de Montejo,6, , , , , , , , , , 
 34068,Dehesa de Romanos,., , , , , , , , , , 
 34069,Dueñas,123,12,24,63, , , , , , ,24
 34070,Espinosa de Cerrato,., , , , , , , , , , 
 34071,Espinosa de Villagonzalo,8, , , , , , , , , , 
 34072,Frechilla,7, , , , , , , , , , 
 34073,Fresno del Río,4, , , , , , , , , , 
 34074,Frómista,78, , , , , , , , , , 
 34076,Fuentes de Nava,45, , , , , , , , , , 
 34077,Fuentes de Valdepero,35, , , , , , , , , , 
 34079,Grijota,174,15,19,67, , , , , , ,73
 34080,Guardo,381,29,44,186,.,15,.,32,32,38,122
 34081,Guaza de Campos,., , , , , , , , , , 
 34082,Hérmedes de Cerrato,., , , , , , , , , , 
 34083,Herrera de Pisuerga,160,11,39,80, , , , , , ,30
 34084,Herrera de Valdecañas,., , , , , , , , , , 
 34086,Hontoria de Cerrato,., , , , , , , , , , 
 34087,Hornillos de Cerrato,4, , , , , , , , , , 
 34088,Husillos,17, , , , , , , , , , 
 34089,Itero de la Vega,10, , , , , , , , , , 
 34091,Lagartos,8, , , , , , , , , , 
 34092,Lantadilla,12, , , , , , , , , , 
 34093,"Vid de Ojeda, La",., , , , , , , , , , 
 34094,Ledigos,., , , , , , , , , , 
 34096,Lomas,., , , , , , , , , , 
 34098,Magaz de Pisuerga,61, , , , , , , , , , 
 34099,Manquillos,., , , , , , , , , , 
 34100,Mantinos,5, , , , , , , , , , 
 34101,Marcilla de Campos,., , , , , , , , , , 
 34102,Mazariegos,6, , , , , , , , , , 
 34103,Mazuecos de Valdeginate,4, , , , , , , , , , 
 34104,Melgar de Yuso,10, , , , , , , , , , 
 34106,Meneses de Campos,8, , , , , , , , , , 
 34107,Micieces de Ojeda,., , , , , , , , , , 
 34108,Monzón de Campos,31, , , , , , , , , , 
 34109,Moratinos,., , , , , , , , , , 
 34110,Mudá,., , , , , , , , , , 
 34112,Nogal de las Huertas,., , , , , , , , , , 
 34113,Olea de Boedo,., , , , , , , , , , 
 34114,Olmos de Ojeda,4, , , , , , , , , , 
 34116,Osornillo,., , , , , , , , , , 
 34120,Palencia,"4,976",234,586,"1,918",65,159,130,894,441,549,"2,238"
 34121,Palenzuela,10, , , , , , , , , , 
 34122,Páramo de Boedo,7, , , , , , , , , , 
 34123,Paredes de Nava,113,14,20,62, , , , , , ,17
 34124,Payo de Ojeda,., , , , , , , , , , 
 34125,Pedraza de Campos,., , , , , , , , , , 
 34126,Pedrosa de la Vega,11, , , , , , , , , , 
 34127,Perales,., , , , , , , , , , 
 34129,Pino del Río,5, , , , , , , , , , 
 34130,Piña de Campos,11, , , , , , , , , , 
 34131,Población de Arroyo,., , , , , , , , , , 
 34132,Población de Campos,9, , , , , , , , , , 
 34133,Población de Cerrato,., , , , , , , , , , 
 34134,Polentinos,., , , , , , , , , , 
 34135,Pomar de Valdivia,27, , , , , , , , , , 
 34136,Poza de la Vega,4, , , , , , , , , , 
 34137,Pozo de Urama,., , , , , , , , , , 
 34139,Prádanos de Ojeda,8, , , , , , , , , , 
 34140,"Puebla de Valdavia, La",., , , , , , , , , , 
 34141,Quintana del Puente,11, , , , , , , , , , 
 34143,Quintanilla de Onsoña,., , , , , , , , , , 
 34146,Reinoso de Cerrato,., , , , , , , , , , 
 34147,Renedo de la Vega,12, , , , , , , , , , 
 34149,Requena de Campos,., , , , , , , , , , 
 34151,Respenda de la Peña,., , , , , , , , , , 
 34152,Revenga de Campos,5, , , , , , , , , , 
 34154,Revilla de Collazos,., , , , , , , , , , 
 34155,Ribas de Campos,4, , , , , , , , , , 
 34156,Riberos de la Cueza,., , , , , , , , , , 
 34157,Saldaña,293,17,44,143, , , , , , ,89
 34158,Salinas de Pisuerga,19, , , , , , , , , , 
 34159,San Cebrián de Campos,26, , , , , , , , , , 
 34160,San Cebrián de Mudá,7, , , , , , , , , , 
 34161,San Cristóbal de Boedo,., , , , , , , , , , 
 34163,San Mamés de Campos,., , , , , , , , , , 
 34165,San Román de la Cuba,., , , , , , , , , , 
 34167,Santa Cecilia del Alcor,., , , , , , , , , , 
 34168,Santa Cruz de Boedo,., , , , , , , , , , 
 34169,Santervás de la Vega,15, , , , , , , , , , 
 34170,Santibáñez de Ecla,., , , , , , , , , , 
 34171,Santibáñez de la Peña,45,6,7,25, , , , , , ,7
 34174,Santoyo,7, , , , , , , , , , 
 34175,"Serna, La",8, , , , , , , , , , 
 34176,Sotobañado y Priorato,11, , , , , , , , , , 
 34177,Soto de Cerrato,5, , , , , , , , , , 
 34178,Tabanera de Cerrato,4, , , , , , , , , , 
 34179,Tabanera de Valdavia,., , , , , , , , , , 
 34180,Támara de Campos,., , , , , , , , , , 
 34181,Tariego de Cerrato,11, , , , , , , , , , 
 34182,Torquemada,58, , , , , , , , , , 
 34184,Torremormojón,., , , , , , , , , , 
 34185,Triollo,6, , , , , , , , , , 
 34186,Valbuena de Pisuerga,., , , , , , , , , , 
 34189,Valdeolmillos,., , , , , , , , , , 
 34190,Valderrábano,., , , , , , , , , , 
 34192,Valde-Ucieza,., , , , , , , , , , 
 34196,Valle de Cerrato,., , , , , , , , , , 
 34199,Velilla del Río Carrión,56,.,.,32, , , , , , ,15
 34201,Vertavillo,., , , , , , , , , , 
 34202,Villabasta de Valdavia,., , , , , , , , , , 
 34204,Villacidaler,., , , , , , , , , , 
 34205,Villaconancio,., , , , , , , , , , 
 34206,Villada,52, , , , , , , , , , 
 34208,Villaeles de Valdavia,4, , , , , , , , , , 
 34210,Villahán,., , , , , , , , , , 
 34211,Villaherreros,10, , , , , , , , , , 
 34213,Villalaco,., , , , , , , , , , 
 34214,Villalba de Guardo,10, , , , , , , , , , 
 34215,Villalcázar de Sirga,14, , , , , , , , , , 
 34216,Villalcón,., , , , , , , , , , 
 34217,Villalobón,143,13,22,61, , , , , , ,47
 34218,Villaluenga de la Vega,29, , , , , , , , , , 
 34220,Villamartín de Campos,16, , , , , , , , , , 
 34221,Villamediana,11, , , , , , , , , , 
 34222,Villameriel,., , , , , , , , , , 
 34223,Villamoronta,14, , , , , , , , , , 
 34224,Villamuera de la Cueza,., , , , , , , , , , 
 34225,Villamuriel de Cerrato,342,30,42,170,.,6,.,36,17,38,100
 34227,Villanueva del Rebollar,., , , , , , , , , , 
 34228,Villanuño de Valdavia,., , , , , , , , , , 
 34229,Villaprovedo,., , , , , , , , , , 
 34230,Villarmentero de Campos,., , , , , , , , , , 
 34231,Villarrabé,7, , , , , , , , , , 
 34232,Villarramiel,52, , , , , , , , , , 
 34233,Villasarracino,7, , , , , , , , , , 
 34234,Villasila de Valdavia,., , , , , , , , , , 
 34236,Villaturde,., , , , , , , , , , 
 34237,Villaumbrales,33, , , , , , , , , , 
 34238,Villaviudas,12, , , , , , , , , , 
 34240,Villerías de Campos,., , , , , , , , , , 
 34241,Villodre,., , , , , , , , , , 
 34242,Villodrigo,8, , , , , , , , , , 
 34243,Villoldo,21, , , , , , , , , , 
 34245,Villota del Páramo,18, , , , , , , , , , 
 34246,Villovieco,4, , , , , , , , , , 
 34901,Osorno la Mayor,79,10,11,43, , , , , , ,15
 34902,Valle del Retortillo,5, , , , , , , , , , 
 34903,Loma de Ucieza,9, , , , , , , , , , 
 34904,"Pernía, La",17, , , , , , , , , , 
 35 Pa,"mas, Las","78,310","2,910","9,004","30,738","1,308","1,564","3,630","15,345","5,966","7,845","35,658"
 35001,Agaete,219,13,27,96,5,5,4,31,10,28,83
 35002,Agüimes,"1,876",160,265,807,23,25,45,278,96,177,644
 35003,Antigua,845,12,103,406,12,11,36,149,42,74,324
 35004,Arrecife,"4,451",195,678,"1,703",65,66,243,804,268,429,"1,875"
 35005,Artenara,17,.,.,13, , , , , , ,.
 35006,Arucas,"1,788",103,236,738,23,47,39,288,126,188,711
 35007,Betancuria,37, , , , , , , , , , 
 35008,Firgas,353,19,57,156,.,9,.,50,15,37,121
 35009,Gáldar,"1,060",82,148,438,7,29,18,146,89,103,392
 35010,Haría,305,13,30,141, , , , , , ,121
 35011,Ingenio,"1,469",97,191,616,25,34,34,198,100,174,565
 35012,Mogán,"2,040",34,140,"1,049",35,43,163,304,92,180,817
 35013,Moya,405,20,63,197,.,13,.,39,24,43,125
 35014,"Oliva, La","2,382",58,305,929,37,20,155,423,126,329,"1,090"
 35015,Pájara,"1,195",19,127,549,16,11,61,181,72,159,500
 35016,"Palmas de Gran Canaria, Las","29,119",944,"2,841","9,899",626,688,"1,502","7,071","2,810","2,738","15,435"
 35017,Puerto del Rosario,"3,303",124,641,"1,162",43,44,143,630,196,320,"1,376"
 35018,San Bartolomé,"1,421",45,216,565,17,23,49,250,98,158,595
 35019,San Bartolomé de Tirajana,"5,793",107,430,"2,793",104,98,358,975,336,592,"2,463"
 35020,"Aldea de San Nicolás, La",262,15,35,137,.,.,.,27,18,23,75
 35021,Santa Brígida,"1,515",45,131,477,31,40,72,444,168,107,862
 35022,Santa Lucía de Tirajana,"3,438",133,463,"1,429",42,76,98,520,260,417,"1,413"
 35023,Santa María de Guía de Gran Canaria,694,41,105,256,6,17,10,138,49,72,292
 35024,Teguise,"1,971",48,178,814,31,34,89,386,183,208,931
 35025,Tejeda,64,5,10,35, , , , , , ,14
 35026,Telde,"5,658",334,781,"2,231",88,140,161,940,430,553,"2,312"
 35027,Teror,681,31,72,377,5,9,5,71,36,75,201
 35028,Tías,"2,259",64,207,"1,116",23,24,160,338,118,209,872
 35029,Tinajo,398,26,44,169,.,.,21,52,31,50,159
 35030,Tuineje,843,39,156,317,7,7,29,134,42,112,331
 35031,Valsequillo de Gran Canaria,552,33,84,255,5,12,7,79,26,51,180
 35032,Valleseco,167,8,34,81, , , , , , ,44
 35033,Vega de San Mateo,421,16,62,206,.,10,.,46,20,48,137
 35034,Yaiza,"1,309",26,140,561,13,16,91,267,55,140,582
 36 Po,tevedra,"69,698","4,380","9,565","27,763",925,"1,848","2,587","11,102","5,062","6,466","27,990"
 36001,Arbo,157,19,25,91, , , , , , ,22
 36002,Barro,324,29,64,153, , , , , , ,78
 36003,Baiona,885,31,113,355,15,30,27,156,73,85,386
 36004,Bueu,696,41,104,281,8,22,24,93,60,63,270
 36005,Caldas de Reis,766,57,113,346,8,15,27,91,48,61,250
 36006,Cambados,"1,054",88,136,499,8,11,29,135,69,79,331
 36007,Campo Lameiro,91,11,19,38, , , , , , ,23
 36008,Cangas,"1,607",79,206,694,19,42,61,191,127,188,628
 36009,"Cañiza, A",343,30,50,179,.,12,12,23,.,28,84
 36010,Catoira,166,24,22,69, , , , , , ,51
 36011,Cerdedo, , , , , , , , , , , 
 36012,Cotobade, , , , , , , , , , , 
 36013,Covelo,105,5,22,43, , , , , , ,35
 36014,Crecente,76,10,15,36, , , , , , ,15
 36015,Cuntis,315,25,53,134, , , , , , ,103
 36016,Dozón,46,.,.,18, , , , , , ,13
 36017,"Estrada, A","1,568",154,275,629,10,47,28,185,85,155,510
 36018,Forcarei,207,25,46,96, , , , , , ,40
 36019,Fornelos de Montes,56,4,7,24, , , , , , ,21
 36020,Agolada,152,21,29,64, , , , , , ,38
 36021,Gondomar,"1,047",89,195,378,20,26,20,141,73,105,385
 36022,"Grove, O",844,39,91,446,7,16,13,93,52,87,268
 36023,"Guarda, A",707,42,92,300,8,27,16,93,53,76,273
 36024,Lalín,"1,753",170,334,681,9,50,55,196,107,151,568
 36025,"Lama, A",111,8,32,40, , , , , , ,31
 36026,Marín,"1,290",75,170,581,10,31,44,154,84,141,464
 36027,Meaño,444,59,96,205,.,8,.,38,6,26,84
 36028,Meis,364,27,84,168, , , , , , ,85
 36029,Moaña,"1,178",102,163,448,10,29,38,166,87,135,465
 36030,Mondariz,210,9,30,102, , , , , , ,69
 36031,Mondariz-Balneario,60, , , , , , , , , , 
 36032,Moraña,256,22,58,100, , , , , , ,76
 36033,Mos,"1,300",165,152,660,7,18,33,116,54,95,323
 36034,"Neves, As",185,19,28,82, , , , , , ,56
 36035,Nigrán,"1,490",94,233,503,19,33,56,303,111,138,660
 36036,Oia,176,6,47,78, , , , , , ,45
 36037,Pazos de Borbén,134,17,25,63, , , , , , ,29
 36038,Pontevedra,"6,747",237,832,"2,347",98,188,321,"1,397",642,685,"3,331"
 36039,"Porriño, O","1,803",215,233,743,17,43,72,242,94,144,612
 36040,Portas,148,11,39,60, , , , , , ,38
 36041,Poio,"1,199",50,211,500,16,20,41,179,71,111,438
 36042,Ponteareas,"1,764",117,279,708,17,56,80,242,112,153,660
 36043,Ponte Caldelas,358,14,77,169,.,13,.,31,14,29,98
 36044,Pontecesures,202,12,31,114, , , , , , ,45
 36045,Redondela,"1,747",116,271,751,12,47,36,219,131,164,609
 36046,Ribadumia,421,57,68,188,.,.,11,30,20,37,108
 36047,Rodeiro,160,23,32,75, , , , , , ,30
 36048,"Rosal, O",408,48,92,160,.,7,.,36,23,36,108
 36049,Salceda de Caselas,614,62,116,246,.,18,.,76,30,50,190
 36050,Salvaterra de Miño,611,67,140,242,.,.,26,60,19,40,162
 36051,Sanxenxo,"1,619",90,275,704,10,35,62,228,86,129,550
 36052,Silleda,776,67,140,356,4,15,18,76,37,63,213
 36053,Soutomaior,450,20,72,211,.,19,.,46,27,40,147
 36054,Tomiño,890,65,160,386,12,21,21,102,46,77,279
 36055,Tui,"1,378",107,257,574,12,40,35,164,88,101,440
 36056,Valga,285,34,61,118,.,4,.,25,13,26,72
 36057,Vigo,"23,320","1,082","2,368","8,539",504,693,"1,032","4,841","2,062","2,199","11,331"
 36058,Vilaboa,393,28,73,176,.,.,10,39,17,39,116
 36059,Vila de Cruces,401,36,83,190,.,9,.,29,15,34,92
 36060,Vilagarcía de Arousa,"2,583",128,295,"1,017",26,94,103,430,213,277,"1,143"
 36061,Vilanova de Arousa,742,55,112,367,.,.,22,71,37,66,208
 36901,"Illa de Arousa, A",223,18,31,95, , , , , , ,79
 36902,Cerdedo-Cotobade,293,22,70,115,.,.,13,30,13,23,86
 37 Sa,amanca,"22,451","1,769","3,005","8,851",270,500,822,"3,379","1,847","2,008","8,826"
 37001,Abusejo,7, , , , , , , , , , 
 37002,Agallas,8, , , , , , , , , , 
 37003,Ahigal de los Aceiteros,7, , , , , , , , , , 
 37004,Ahigal de Villarino,5, , , , , , , , , , 
 37005,"Alameda de Gardón, La",., , , , , , , , , , 
 37006,"Alamedilla, La",5, , , , , , , , , , 
 37007,Alaraz,30, , , , , , , , , , 
 37008,Alba de Tormes,386,34,76,172,.,.,10,34,21,33,104
 37009,Alba de Yeltes,9, , , , , , , , , , 
 37010,"Alberca, La",106,13,14,59, , , , , , ,20
 37011,"Alberguería de Argañán, La",4, , , , , , , , , , 
 37012,Alconada,5, , , , , , , , , , 
 37013,Aldeacipreste,., , , , , , , , , , 
 37014,Aldeadávila de la Ribera,54,5,16,23, , , , , , ,10
 37015,Aldea del Obispo,14, , , , , , , , , , 
 37016,Aldealengua,38, , , , , , , , , , 
 37017,Aldeanueva de Figueroa,7, , , , , , , , , , 
 37018,Aldeanueva de la Sierra,., , , , , , , , , , 
 37019,Aldearrodrigo,8, , , , , , , , , , 
 37020,Aldearrubia,27, , , , , , , , , , 
 37021,Aldeaseca de Alba,., , , , , , , , , , 
 37022,Aldeaseca de la Frontera,6, , , , , , , , , , 
 37023,Aldeatejada,154,13,19,47, , , , , , ,75
 37024,Aldeavieja de Tormes,10, , , , , , , , , , 
 37025,Aldehuela de la Bóveda,24, , , , , , , , , , 
 37026,Aldehuela de Yeltes,8, , , , , , , , , , 
 37027,Almenara de Tormes,8, , , , , , , , , , 
 37028,Almendra,., , , , , , , , , , 
 37029,Anaya de Alba,., , , , , , , , , , 
 37030,Añover de Tormes,., , , , , , , , , , 
 37031,Arabayona de Mógica,14, , , , , , , , , , 
 37032,Arapiles,67, , , , , , , , , , 
 37033,Arcediano,4, , , , , , , , , , 
 37034,"Arco, El",., , , , , , , , , , 
 37035,Armenteros,11, , , , , , , , , , 
 37036,San Miguel del Robledo,., , , , , , , , , , 
 37037,"Atalaya, La",., , , , , , , , , , 
 37038,Babilafuente,48, , , , , , , , , , 
 37039,Bañobárez,11, , , , , , , , , , 
 37040,Barbadillo,12, , , , , , , , , , 
 37041,Barbalos,., , , , , , , , , , 
 37042,Barceo,., , , , , , , , , , 
 37044,Barruecopardo,22, , , , , , , , , , 
 37045,"Bastida, La",., , , , , , , , , , 
 37046,Béjar,846,77,121,356,10,21,28,88,55,90,292
 37047,Beleña,10, , , , , , , , , , 
 37049,Bermellar,5, , , , , , , , , , 
 37050,Berrocal de Huebra,4, , , , , , , , , , 
 37051,Berrocal de Salvatierra,4, , , , , , , , , , 
 37052,Boada,16, , , , , , , , , , 
 37054,"Bodón, El",16, , , , , , , , , , 
 37055,Bogajo,10, , , , , , , , , , 
 37056,"Bouza, La",., , , , , , , , , , 
 37057,Bóveda del Río Almar,6, , , , , , , , , , 
 37058,Brincones,., , , , , , , , , , 
 37059,Buenamadre,., , , , , , , , , , 
 37060,Buenavista,24, , , , , , , , , , 
 37061,"Cabaco, El",8, , , , , , , , , , 
 37062,Cabezabellosa de la Calzada,., , , , , , , , , , 
 37063,"Cabeza de Béjar, La",., , , , , , , , , , 
 37065,Cabeza del Caballo,10, , , , , , , , , , 
 37067,Cabrerizos,320,19,34,113, , , , , , ,154
 37068,Cabrillas,12, , , , , , , , , , 
 37069,Calvarrasa de Abajo,75,8,11,36, , , , , , ,20
 37070,Calvarrasa de Arriba,24, , , , , , , , , , 
 37071,"Calzada de Béjar, La",5, , , , , , , , , , 
 37072,Calzada de Don Diego,8, , , , , , , , , , 
 37073,Calzada de Valdunciel,46, , , , , , , , , , 
 37074,Campillo de Azaba,9, , , , , , , , , , 
 37077,"Campo de Peñaranda, El",10, , , , , , , , , , 
 37078,Candelario,55, , , , , , , , , , 
 37079,Canillas de Abajo,., , , , , , , , , , 
 37080,Cantagallo,17, , , , , , , , , , 
 37081,Cantalapiedra,42, , , , , , , , , , 
 37082,Cantalpino,24, , , , , , , , , , 
 37083,Cantaracillo,12, , , , , , , , , , 
 37085,Carbajosa de la Sagrada,661,56,74,241,17,13,20,130,46,64,290
 37086,Carpio de Azaba,., , , , , , , , , , 
 37087,Carrascal de Barregas,86,.,.,34, , , , , , ,44
 37088,Carrascal del Obispo,13, , , , , , , , , , 
 37089,Casafranca,., , , , , , , , , , 
 37090,"Casas del Conde, Las",., , , , , , , , , , 
 37091,Casillas de Flores,10, , , , , , , , , , 
 37092,Castellanos de Moriscos,205,19,32,71, , , , , , ,83
 37096,Castillejo de Martín Viejo,7, , , , , , , , , , 
 37097,Castraz,., , , , , , , , , , 
 37098,Cepeda,19, , , , , , , , , , 
 37099,Cereceda de la Sierra,., , , , , , , , , , 
 37100,Cerezal de Peñahorcada,., , , , , , , , , , 
 37101,Cerralbo,., , , , , , , , , , 
 37102,"Cerro, El",25, , , , , , , , , , 
 37103,Cespedosa de Tormes,29, , , , , , , , , , 
 37104,Cilleros de la Bastida,., , , , , , , , , , 
 37106,Cipérez,17, , , , , , , , , , 
 37107,Ciudad Rodrigo,"1,005",57,154,462,.,25,.,121,52,108,332
 37108,Coca de Alba,6, , , , , , , , , , 
 37109,Colmenar de Montemayor,., , , , , , , , , , 
 37110,Cordovilla,., , , , , , , , , , 
 37112,Cristóbal,4, , , , , , , , , , 
 37113,"Cubo de Don Sancho, El",25, , , , , , , , , , 
 37114,Chagarcía Medianero,., , , , , , , , , , 
 37115,Dios le Guarde,5, , , , , , , , , , 
 37116,Doñinos de Ledesma,4, , , , , , , , , , 
 37117,Doñinos de Salamanca,104,13,9,36, , , , , , ,46
 37118,Éjeme,., , , , , , , , , , 
 37119,"Encina, La",., , , , , , , , , , 
 37120,Encina de San Silvestre,., , , , , , , , , , 
 37121,Encinas de Abajo,30, , , , , , , , , , 
 37122,Encinas de Arriba,10, , , , , , , , , , 
 37123,Encinasola de los Comendadores,4, , , , , , , , , , 
 37124,Endrinal,10, , , , , , , , , , 
 37125,Escurial de la Sierra,18, , , , , , , , , , 
 37126,Espadaña,., , , , , , , , , , 
 37127,Espeja,12, , , , , , , , , , 
 37128,Espino de la Orbada,11, , , , , , , , , , 
 37129,Florida de Liébana,13, , , , , , , , , , 
 37130,Forfoleda,4, , , , , , , , , , 
 37131,Frades de la Sierra,8, , , , , , , , , , 
 37132,"Fregeneda, La",12, , , , , , , , , , 
 37133,Fresnedoso,7, , , , , , , , , , 
 37134,Fresno Alhándiga,12, , , , , , , , , , 
 37135,"Fuente de San Esteban, La",100,13,10,48, , , , , , ,29
 37136,Fuenteguinaldo,34, , , , , , , , , , 
 37137,Fuenteliante,5, , , , , , , , , , 
 37138,Fuenterroble de Salvatierra,11, , , , , , , , , , 
 37139,Fuentes de Béjar,16, , , , , , , , , , 
 37140,Fuentes de Oñoro,73,.,.,51, , , , , , ,13
 37141,Gajates,., , , , , , , , , , 
 37142,Galindo y Perahuy,48, , , , , , , , , , 
 37143,Galinduste,14, , , , , , , , , , 
 37144,Galisancho,8, , , , , , , , , , 
 37145,Gallegos de Argañán,11, , , , , , , , , , 
 37146,Gallegos de Solmirón,9, , , , , , , , , , 
 37147,Garcibuey,10, , , , , , , , , , 
 37148,Garcihernández,19, , , , , , , , , , 
